address,property_id,square_meters,total_floors,floor,type,price,days_on_market,rooms,city
"110 Main St, Stuttgart",ID008885,179,10,22,Residential,667719,84,2,Stuttgart
"265 High St, Stuttgart",ID013798,179,9,17,Commercial,810507,97,5,Stuttgart
"238 High St, Stuttgart",ID009501,179,29,9,Residential,5828156,311,4,Stuttgart
"201 Broadway, Stuttgart",ID006592,179,27,28,Residential,8563261,253,2,Stuttgart
"92 Main St, Stuttgart",ID020903,179,3,29,Commercial,9195527,123,5,Stuttgart
"230 Main St, Stuttgart",ID002936,179,26,7,Residential,9337038,82,7,Stuttgart
"238 Main St, Stuttgart",ID015267,180,3,9,Commercial,2712952,207,8,Stuttgart
"265 Broadway, Stuttgart",ID017737,180,26,11,Residential,3571386,106,6,Stuttgart
"199 Broadway, Stuttgart",ID006572,180,17,19,Commercial,4675990,326,2,Stuttgart
"203 Broadway, Stuttgart",ID012097,180,12,1,Residential,6392660,314,3,Stuttgart
"122 Park Ave, Stuttgart",ID020497,180,6,29,Residential,6527062,169,8,Stuttgart
"263 High St, Stuttgart",ID008949,180,27,17,Commercial,8297427,258,6,Stuttgart
"171 Park Ave, Stuttgart",ID020896,181,20,4,Residential,1159815,3,4,Stuttgart
"139 Park Ave, Stuttgart",ID008844,181,29,23,Commercial,2895447,151,7,Stuttgart
"127 Park Ave, Stuttgart",ID024820,181,11,5,Commercial,9628241,25,7,Stuttgart
"7 Broadway, Stuttgart",ID011029,181,23,26,Commercial,9856990,64,9,Stuttgart
"247 Park Ave, Stuttgart",ID013828,182,18,16,Commercial,2145263,160,5,Stuttgart
"266 Park Ave, Stuttgart",ID001841,182,20,10,Residential,2372364,9,7,Stuttgart
"240 Broadway, Stuttgart",ID008550,182,24,27,Commercial,3473856,22,7,Stuttgart
"279 Park Ave, Stuttgart",ID022682,182,18,26,Commercial,4442684,221,2,Stuttgart
"115 High St, Stuttgart",ID021723,183,20,10,Residential,1778353,94,4,Stuttgart
"71 Park Ave, Stuttgart",ID019374,183,10,5,Residential,4874354,276,3,Stuttgart
"44 Park Ave, Stuttgart",ID005382,184,1,13,Residential,608379,195,4,Stuttgart
"269 Broadway, Stuttgart",ID015662,184,23,14,Residential,835257,184,5,Stuttgart
"93 Main St, Stuttgart",ID001860,184,9,24,Residential,1198547,349,2,Stuttgart
"41 High St, Stuttgart",ID022872,184,5,24,Residential,1914809,189,2,Stuttgart
"170 Park Ave, Stuttgart",ID009449,184,1,28,Commercial,3143008,341,5,Stuttgart
"220 Main St, Stuttgart",ID006337,184,7,2,Residential,7605649,318,4,Stuttgart
"214 Main St, Stuttgart",ID002627,185,27,3,Residential,3506961,70,3,Stuttgart
"211 Broadway, Stuttgart",ID011914,185,4,9,Residential,5122901,40,5,Stuttgart
"55 Park Ave, Stuttgart",ID006556,185,15,3,Commercial,6281822,203,8,Stuttgart
"163 Broadway, Stuttgart",ID012004,185,23,15,Commercial,7683612,97,9,Stuttgart
"289 Broadway, Stuttgart",ID012688,186,12,21,Commercial,457116,328,8,Stuttgart
"126 Park Ave, Stuttgart",ID021767,186,7,17,Residential,609129,275,9,Stuttgart
"36 High St, Stuttgart",ID007789,186,22,24,Residential,1449916,229,6,Stuttgart
"3 Park Ave, Stuttgart",ID003712,186,3,12,Commercial,1968793,198,2,Stuttgart
"195 High St, Stuttgart",ID014572,186,19,3,Residential,2559013,323,5,Stuttgart
"132 Main St, Stuttgart",ID002847,186,1,2,Commercial,4220063,218,7,Stuttgart
"205 Broadway, Stuttgart",ID008220,186,29,1,Residential,8758570,250,4,Stuttgart
"167 Main St, Stuttgart",ID000614,187,6,20,Residential,3480457,251,1,Stuttgart
"245 Park Ave, Stuttgart",ID021018,187,6,12,Commercial,4497682,44,6,Stuttgart
"68 Main St, Stuttgart",ID000067,188,26,11,Commercial,8532347,127,2,Stuttgart
"199 High St, Stuttgart",ID024177,188,16,26,Commercial,9410768,309,1,Stuttgart
"224 Broadway, Stuttgart",ID014891,188,7,4,Commercial,9636270,217,8,Stuttgart
"37 High St, Stuttgart",ID016104,189,24,7,Residential,1446682,196,3,Stuttgart
"1 Main St, Stuttgart",ID018573,189,19,2,Residential,6738450,77,9,Stuttgart
"197 Park Ave, Stuttgart",ID015395,190,27,27,Residential,131993,26,7,Stuttgart
"253 Park Ave, Stuttgart",ID007809,190,1,17,Residential,5393202,317,7,Stuttgart
"44 Broadway, Stuttgart",ID024241,190,6,25,Residential,7012555,271,2,Stuttgart
"199 High St, Stuttgart",ID005296,190,16,25,Commercial,7593318,209,3,Stuttgart
"151 Main St, Stuttgart",ID012200,190,6,11,Residential,8572652,258,5,Stuttgart
"267 Main St, Stuttgart",ID010525,190,26,28,Commercial,8733011,174,8,Stuttgart
"99 Park Ave, Stuttgart",ID011820,190,16,17,Residential,9511573,283,3,Stuttgart
"261 High St, Stuttgart",ID002700,191,23,27,Commercial,3179465,312,5,Stuttgart
"222 High St, Stuttgart",ID012277,191,15,27,Residential,5433027,13,6,Stuttgart
"30 Main St, Stuttgart",ID017877,191,23,1,Residential,6483700,12,8,Stuttgart
"51 Broadway, Stuttgart",ID003189,191,26,28,Residential,7728395,277,5,Stuttgart
"162 Park Ave, Stuttgart",ID010363,191,28,29,Residential,8991788,322,5,Stuttgart
"157 Park Ave, Stuttgart",ID016287,191,22,14,Residential,9343415,111,6,Stuttgart
"62 Park Ave, Stuttgart",ID012142,192,7,18,Commercial,316162,263,3,Stuttgart
"138 Main St, Stuttgart",ID010293,192,26,15,Commercial,630642,176,5,Stuttgart
"106 Main St, Stuttgart",ID008438,192,20,11,Residential,1852482,87,8,Stuttgart
"110 High St, Stuttgart",ID004198,192,1,3,Residential,2989349,344,8,Stuttgart
"24 High St, Stuttgart",ID015649,192,14,28,Residential,3672558,164,6,Stuttgart
"27 High St, Stuttgart",ID004889,192,20,19,Commercial,5813944,230,8,Stuttgart
"71 High St, Stuttgart",ID010999,192,16,19,Commercial,7884997,117,4,Stuttgart
"77 High St, Stuttgart",ID018549,192,24,24,Residential,8165839,267,5,Stuttgart
"37 Broadway, Stuttgart",ID021836,192,6,23,Residential,9588294,188,3,Stuttgart
"207 Broadway, Stuttgart",ID018093,193,10,4,Residential,2309020,220,4,Stuttgart
"106 Main St, Stuttgart",ID015580,193,3,21,Commercial,5133575,113,3,Stuttgart
"98 Park Ave, Stuttgart",ID015287,193,23,17,Residential,5263972,233,8,Stuttgart
"44 High St, Stuttgart",ID015570,193,16,7,Residential,7066697,338,7,Stuttgart
"47 Broadway, Stuttgart",ID016794,193,3,29,Commercial,7377263,165,5,Stuttgart
"209 Main St, Stuttgart",ID001546,193,12,16,Residential,8539027,107,5,Stuttgart
"39 Broadway, Stuttgart",ID018361,193,21,11,Commercial,9686820,232,4,Stuttgart
"99 Main St, Stuttgart",ID008413,194,11,15,Commercial,1183215,62,8,Stuttgart
"201 High St, Stuttgart",ID002529,194,29,8,Residential,1858417,123,2,Stuttgart
"3 Park Ave, Stuttgart",ID006481,194,10,19,Residential,3251120,296,9,Stuttgart
"97 Broadway, Stuttgart",ID011141,194,17,10,Commercial,5164455,169,8,Stuttgart
"173 Park Ave, Stuttgart",ID023809,195,10,5,Residential,8045375,350,9,Stuttgart
"119 Broadway, Stuttgart",ID013344,195,23,16,Residential,8414061,168,5,Stuttgart
"50 Main St, Stuttgart",ID001039,195,8,10,Commercial,8855493,33,6,Stuttgart
"284 Park Ave, Stuttgart",ID024632,195,1,15,Commercial,9374102,125,7,Stuttgart
"255 Broadway, Stuttgart",ID009325,195,21,22,Commercial,9464445,164,4,Stuttgart
"243 Main St, Stuttgart",ID010587,196,28,12,Residential,2519677,25,5,Stuttgart
"138 High St, Stuttgart",ID002945,196,20,5,Commercial,4870639,30,8,Stuttgart
"39 Broadway, Stuttgart",ID020774,196,21,28,Commercial,6747285,351,9,Stuttgart
"103 Main St, Stuttgart",ID004084,196,6,17,Commercial,6975033,143,9,Stuttgart
"250 High St, Stuttgart",ID025005,196,23,15,Residential,7269297,189,9,Stuttgart
"250 High St, Stuttgart",ID018288,197,2,5,Residential,4073475,304,7,Stuttgart
"96 Broadway, Stuttgart",ID016876,197,23,4,Commercial,4381698,51,4,Stuttgart
"190 Park Ave, Stuttgart",ID016626,197,29,5,Commercial,8689813,217,5,Stuttgart
"220 High St, Stuttgart",ID010710,198,4,12,Commercial,4058252,114,5,Stuttgart
"210 High St, Stuttgart",ID001506,198,25,7,Residential,7775482,309,7,Stuttgart
"73 Broadway, Stuttgart",ID007256,198,15,19,Residential,8718772,150,2,Stuttgart
"197 Park Ave, Stuttgart",ID003699,199,4,22,Residential,198576,30,5,Stuttgart
"4 Park Ave, Stuttgart",ID012741,199,26,25,Commercial,2073280,209,7,Stuttgart
"4 Broadway, Stuttgart",ID013064,199,29,24,Commercial,3824479,49,6,Stuttgart
"129 Broadway, Stuttgart",ID001519,199,24,22,Residential,7527027,102,5,Stuttgart
"69 Park Ave, Stuttgart",ID021014,199,13,26,Residential,7760190,130,6,Stuttgart
"295 Main St, Stuttgart",ID016100,199,23,3,Commercial,8125793,82,4,Stuttgart
"270 Broadway, Stuttgart",ID005614,199,13,11,Residential,8590064,110,4,Stuttgart
"133 High St, Stuttgart",ID004882,200,20,10,Residential,613879,70,9,Stuttgart
"256 Park Ave, Stuttgart",ID017957,200,27,7,Commercial,1239528,243,2,Stuttgart
"168 High St, Stuttgart",ID017162,200,12,20,Residential,7851778,299,8,Stuttgart
"171 High St, Stuttgart",ID006192,200,2,28,Commercial,9451894,281,8,Stuttgart
"134 Broadway, Stuttgart",ID017388,201,14,6,Residential,666516,149,8,Stuttgart
"59 Broadway, Stuttgart",ID014845,201,13,18,Residential,935650,194,8,Stuttgart
"201 Park Ave, Stuttgart",ID010398,201,7,21,Residential,2825072,140,9,Stuttgart
"9 Main St, Stuttgart",ID018066,201,3,4,Commercial,3794446,271,5,Stuttgart
"9 Main St, Stuttgart",ID016046,201,4,15,Residential,5456494,321,7,Stuttgart
"98 Main St, Stuttgart",ID019025,201,12,28,Commercial,7334578,129,5,Stuttgart
"207 High St, Stuttgart",ID006849,201,20,13,Commercial,8812453,290,7,Stuttgart
"97 Park Ave, Stuttgart",ID018428,201,29,8,Commercial,9046724,45,6,Stuttgart
"35 Broadway, Stuttgart",ID009197,202,1,26,Commercial,2540554,126,1,Stuttgart
"72 Broadway, Stuttgart",ID002697,202,17,9,Residential,2573177,226,8,Stuttgart
"74 Park Ave, Stuttgart",ID011854,202,8,6,Residential,2887809,288,6,Stuttgart
"226 Main St, Stuttgart",ID003670,202,19,16,Residential,4727754,202,6,Stuttgart
"228 High St, Stuttgart",ID023293,202,26,23,Residential,5762656,47,6,Stuttgart
"56 Broadway, Stuttgart",ID022089,202,18,18,Commercial,8063555,262,4,Stuttgart
"72 High St, Stuttgart",ID006412,203,10,25,Residential,1127905,223,1,Stuttgart
"165 High St, Stuttgart",ID006511,203,8,18,Residential,1759558,4,7,Stuttgart
"247 Park Ave, Stuttgart",ID017065,203,12,28,Residential,3982868,276,4,Stuttgart
"174 Main St, Stuttgart",ID008637,203,3,18,Residential,6164625,317,3,Stuttgart
"141 Broadway, Stuttgart",ID023448,203,8,14,Commercial,6542367,343,8,Stuttgart
"101 Park Ave, Stuttgart",ID025233,204,17,26,Commercial,1000138,71,2,Stuttgart
"254 Broadway, Stuttgart",ID013376,204,11,25,Residential,1797109,181,6,Stuttgart
"195 Main St, Stuttgart",ID016313,204,27,9,Residential,3920883,208,1,Stuttgart
"198 High St, Stuttgart",ID014099,204,14,11,Residential,5205677,163,6,Stuttgart
"72 Broadway, Stuttgart",ID025292,204,3,26,Commercial,7375668,29,9,Stuttgart
"126 Broadway, Stuttgart",ID009835,204,19,11,Residential,7796475,39,4,Stuttgart
"56 Park Ave, Stuttgart",ID017855,205,3,13,Commercial,967445,252,2,Stuttgart
"300 Park Ave, Stuttgart",ID022504,205,12,2,Commercial,1631522,255,8,Stuttgart
"133 Broadway, Stuttgart",ID008329,205,29,21,Residential,7917844,295,4,Stuttgart
"133 Main St, Stuttgart",ID008347,205,3,3,Residential,8199077,204,2,Stuttgart
"156 Broadway, Stuttgart",ID016074,205,26,13,Residential,8927874,222,2,Stuttgart
"166 Main St, Stuttgart",ID007610,205,21,15,Commercial,9065277,216,3,Stuttgart
"266 Broadway, Stuttgart",ID013491,206,10,15,Residential,872543,196,2,Stuttgart
"82 High St, Stuttgart",ID012469,206,8,27,Commercial,1359948,26,4,Stuttgart
"120 Main St, Stuttgart",ID024871,206,9,26,Commercial,2853258,244,4,Stuttgart
"143 Broadway, Stuttgart",ID000763,206,6,18,Residential,4271487,122,4,Stuttgart
"286 Park Ave, Stuttgart",ID013615,207,27,8,Residential,1215522,348,1,Stuttgart
"81 High St, Stuttgart",ID017495,207,17,23,Residential,1318470,122,2,Stuttgart
"266 Broadway, Stuttgart",ID002208,207,14,14,Residential,1775682,272,6,Stuttgart
"300 Broadway, Stuttgart",ID017804,207,12,8,Residential,5251298,20,4,Stuttgart
"223 Park Ave, Stuttgart",ID022597,207,14,14,Residential,5389547,128,8,Stuttgart
"293 Park Ave, Stuttgart",ID016412,207,25,21,Residential,5434356,50,7,Stuttgart
"109 Main St, Stuttgart",ID003035,207,2,3,Residential,7703140,279,3,Stuttgart
"232 High St, Stuttgart",ID020727,207,14,9,Commercial,8809767,61,3,Stuttgart
"244 Main St, Stuttgart",ID011217,208,4,24,Residential,1101055,131,7,Stuttgart
"169 High St, Stuttgart",ID020460,208,11,19,Commercial,3342167,31,6,Stuttgart
"57 Park Ave, Stuttgart",ID009885,208,9,22,Commercial,3379636,84,4,Stuttgart
"264 High St, Stuttgart",ID008376,208,4,1,Commercial,4726546,35,4,Stuttgart
"223 Park Ave, Stuttgart",ID023284,208,15,21,Residential,6444855,149,2,Stuttgart
"169 Main St, Stuttgart",ID015946,208,12,12,Commercial,8621339,5,7,Stuttgart
"228 Main St, Stuttgart",ID023297,208,4,3,Residential,9583077,110,2,Stuttgart
"93 Park Ave, Stuttgart",ID012050,209,15,9,Residential,4582207,73,7,Stuttgart
"191 High St, Stuttgart",ID023467,209,20,12,Residential,7204009,222,7,Stuttgart
"177 Broadway, Stuttgart",ID013425,209,18,23,Commercial,8336533,186,8,Stuttgart
"47 High St, Stuttgart",ID021937,209,9,6,Residential,8941854,239,7,Stuttgart
"121 Main St, Stuttgart",ID023319,209,13,15,Residential,9095978,47,3,Stuttgart
"160 High St, Stuttgart",ID019164,210,5,9,Residential,1696260,77,5,Stuttgart
"92 High St, Stuttgart",ID019517,210,7,12,Residential,4266069,18,3,Stuttgart
"289 Broadway, Stuttgart",ID012316,210,3,24,Residential,4382606,351,2,Stuttgart
"55 High St, Stuttgart",ID008923,210,2,10,Residential,4848008,182,8,Stuttgart
"76 High St, Stuttgart",ID003697,210,27,8,Commercial,5791154,338,3,Stuttgart
"218 Main St, Stuttgart",ID019870,210,1,23,Commercial,9353647,128,8,Stuttgart
"299 Broadway, Stuttgart",ID025533,211,17,20,Residential,2931423,42,3,Stuttgart
"191 Broadway, Stuttgart",ID022623,211,29,27,Residential,4592741,209,3,Stuttgart
"124 High St, Stuttgart",ID010059,211,12,24,Residential,6176549,71,1,Stuttgart
"300 High St, Stuttgart",ID015633,211,26,25,Commercial,7853784,156,3,Stuttgart
"264 Broadway, Stuttgart",ID003899,212,7,1,Residential,1358510,153,7,Stuttgart
"3 High St, Stuttgart",ID022737,212,11,16,Residential,2511862,203,8,Stuttgart
"151 High St, Stuttgart",ID003705,212,11,25,Commercial,4846361,87,1,Stuttgart
"9 Broadway, Stuttgart",ID017362,212,1,26,Commercial,5991642,112,9,Stuttgart
"200 High St, Stuttgart",ID015861,212,2,27,Residential,6732437,109,5,Stuttgart
"217 Broadway, Stuttgart",ID024535,212,12,2,Commercial,6945036,198,7,Stuttgart
"286 Main St, Stuttgart",ID011925,212,3,28,Residential,8960650,108,8,Stuttgart
"72 Broadway, Stuttgart",ID024927,212,13,22,Residential,9205391,44,3,Stuttgart
"186 Park Ave, Stuttgart",ID001257,213,26,15,Residential,1189495,302,1,Stuttgart
"122 Broadway, Stuttgart",ID015862,213,26,18,Residential,3781821,341,4,Stuttgart
"65 Broadway, Stuttgart",ID015371,213,21,12,Commercial,3787674,120,9,Stuttgart
"157 High St, Stuttgart",ID008489,213,2,29,Residential,4016404,255,6,Stuttgart
"216 Park Ave, Stuttgart",ID019528,213,29,19,Residential,6930610,30,3,Stuttgart
"131 Park Ave, Stuttgart",ID013136,214,10,16,Residential,1181745,113,3,Stuttgart
"146 High St, Stuttgart",ID014358,214,19,17,Commercial,1404476,197,4,Stuttgart
"186 Main St, Stuttgart",ID017745,214,25,25,Commercial,2128538,230,6,Stuttgart
"270 Broadway, Stuttgart",ID002913,214,24,27,Residential,2751513,232,9,Stuttgart
"72 Park Ave, Stuttgart",ID001321,214,26,7,Commercial,4715742,214,9,Stuttgart
"156 Broadway, Stuttgart",ID018695,214,17,29,Commercial,5802546,57,8,Stuttgart
"142 Park Ave, Stuttgart",ID017683,214,12,1,Commercial,6470726,21,9,Stuttgart
"287 High St, Stuttgart",ID010406,215,14,28,Commercial,801307,234,6,Stuttgart
"199 Broadway, Stuttgart",ID000128,215,22,23,Residential,1549258,290,5,Stuttgart
"23 Main St, Stuttgart",ID022218,215,28,27,Residential,3777302,114,5,Stuttgart
"103 Park Ave, Stuttgart",ID012107,215,8,16,Residential,4728963,197,3,Stuttgart
"89 Main St, Stuttgart",ID006528,215,2,8,Residential,6267311,48,6,Stuttgart
"102 Park Ave, Stuttgart",ID017678,215,27,21,Commercial,6647328,166,8,Stuttgart
"34 High St, Stuttgart",ID017721,215,7,11,Commercial,7511185,154,6,Stuttgart
"125 Broadway, Stuttgart",ID001975,215,22,9,Commercial,8689122,191,5,Stuttgart
"255 High St, Stuttgart",ID019314,216,2,15,Residential,3397437,279,1,Stuttgart
"212 Broadway, Stuttgart",ID013639,216,14,11,Residential,3742949,127,7,Stuttgart
"17 Broadway, Stuttgart",ID005386,216,25,6,Residential,7055210,3,3,Stuttgart
"258 Main St, Stuttgart",ID017217,216,5,13,Residential,8387706,156,6,Stuttgart
"178 Main St, Stuttgart",ID008740,217,21,2,Commercial,3716725,153,9,Stuttgart
"229 Main St, Stuttgart",ID003363,217,10,13,Commercial,4129277,134,2,Stuttgart
"128 Main St, Stuttgart",ID021910,217,11,19,Residential,9695512,150,4,Stuttgart
"108 Broadway, Stuttgart",ID015702,218,10,28,Commercial,3441281,335,6,Stuttgart
"99 Main St, Stuttgart",ID003426,218,19,7,Commercial,5036648,77,1,Stuttgart
"106 Park Ave, Stuttgart",ID022379,218,1,10,Residential,6316731,281,1,Stuttgart
"270 Main St, Stuttgart",ID017352,218,10,18,Commercial,9066935,358,6,Stuttgart
"138 High St, Stuttgart",ID012682,218,5,3,Residential,9616702,279,5,Stuttgart
"28 High St, Stuttgart",ID000349,218,9,19,Commercial,9853124,72,4,Stuttgart
"127 Broadway, Stuttgart",ID010149,219,3,1,Commercial,663908,181,4,Stuttgart
"144 High St, Stuttgart",ID024228,219,29,4,Commercial,808983,62,2,Stuttgart
"269 Park Ave, Stuttgart",ID009192,219,29,27,Residential,1882692,208,9,Stuttgart
"178 Park Ave, Stuttgart",ID016879,219,27,23,Commercial,4414281,18,2,Stuttgart
"68 Broadway, Stuttgart",ID008653,219,16,28,Residential,5774682,301,9,Stuttgart
"291 Main St, Stuttgart",ID013921,220,26,28,Residential,2977954,188,2,Stuttgart
"124 Broadway, Stuttgart",ID006694,220,24,25,Residential,3860031,297,7,Stuttgart
"12 High St, Stuttgart",ID001315,220,21,18,Commercial,4415214,237,8,Stuttgart
"35 Broadway, Stuttgart",ID009204,220,10,24,Commercial,5537892,259,9,Stuttgart
"74 High St, Stuttgart",ID005901,220,2,3,Residential,7206993,152,6,Stuttgart
"219 Broadway, Stuttgart",ID006715,220,18,17,Residential,7276199,178,5,Stuttgart
"212 Main St, Stuttgart",ID018834,221,12,16,Residential,2587873,2,4,Stuttgart
"50 High St, Stuttgart",ID011049,221,3,26,Residential,5011400,344,4,Stuttgart
"5 Broadway, Stuttgart",ID014623,221,28,16,Commercial,7220607,104,9,Stuttgart
"224 Park Ave, Stuttgart",ID024861,221,16,11,Residential,7602593,26,8,Stuttgart
"278 Broadway, Stuttgart",ID020556,221,13,5,Commercial,8593980,347,8,Stuttgart
"109 Park Ave, Stuttgart",ID006818,222,7,25,Commercial,282971,187,7,Stuttgart
"247 High St, Stuttgart",ID017883,222,6,5,Residential,2049008,137,8,Stuttgart
"138 Park Ave, Stuttgart",ID006054,222,9,4,Residential,7951126,11,5,Stuttgart
"147 High St, Stuttgart",ID011886,222,5,23,Residential,9335276,146,9,Stuttgart
"27 High St, Stuttgart",ID020346,223,9,12,Residential,1704346,180,6,Stuttgart
"45 Park Ave, Stuttgart",ID019943,223,6,8,Residential,2039784,220,8,Stuttgart
"111 Broadway, Stuttgart",ID019138,223,19,22,Commercial,4691539,301,4,Stuttgart
"73 Park Ave, Stuttgart",ID009946,223,23,18,Commercial,6167220,249,2,Stuttgart
"39 Broadway, Stuttgart",ID015265,223,22,8,Commercial,6375185,269,3,Stuttgart
"149 Broadway, Stuttgart",ID023475,223,18,15,Residential,6687343,25,7,Stuttgart
"258 Broadway, Stuttgart",ID003099,223,21,27,Residential,6721690,305,5,Stuttgart
"247 Broadway, Stuttgart",ID014059,223,9,27,Residential,9589234,211,5,Stuttgart
"64 Park Ave, Stuttgart",ID023820,224,17,13,Residential,714001,297,2,Stuttgart
"298 Main St, Stuttgart",ID001927,224,25,15,Commercial,1186908,168,7,Stuttgart
"274 Main St, Stuttgart",ID012421,224,1,21,Commercial,5131244,245,7,Stuttgart
"152 High St, Stuttgart",ID022480,224,18,2,Residential,8924062,99,8,Stuttgart
"77 Main St, Stuttgart",ID011961,224,13,9,Residential,8985660,66,4,Stuttgart
"112 Broadway, Stuttgart",ID018367,225,11,2,Commercial,1817066,293,6,Stuttgart
"80 Broadway, Stuttgart",ID019145,225,28,20,Residential,2276885,182,9,Stuttgart
"37 Park Ave, Stuttgart",ID009630,225,24,26,Residential,4048191,279,1,Stuttgart
"165 Main St, Stuttgart",ID017892,225,9,12,Residential,4262414,51,1,Stuttgart
"160 Park Ave, Stuttgart",ID019430,225,21,4,Commercial,4323361,351,2,Stuttgart
"120 Park Ave, Stuttgart",ID014775,226,17,29,Residential,1990994,27,2,Stuttgart
"51 Broadway, Stuttgart",ID015566,226,7,4,Commercial,2241308,122,8,Stuttgart
"220 Broadway, Stuttgart",ID013786,226,14,22,Residential,4115353,357,9,Stuttgart
"21 High St, Stuttgart",ID004596,226,15,12,Residential,8063767,115,9,Stuttgart
"202 Park Ave, Stuttgart",ID021825,226,24,2,Commercial,8884519,114,5,Stuttgart
"51 High St, Stuttgart",ID022146,227,10,19,Residential,2248207,131,4,Stuttgart
"276 Main St, Stuttgart",ID013533,227,21,24,Residential,2416915,141,5,Stuttgart
"298 Park Ave, Stuttgart",ID023139,227,21,20,Commercial,2471600,58,7,Stuttgart
"22 Park Ave, Stuttgart",ID009338,227,28,8,Commercial,3539560,125,3,Stuttgart
"13 Main St, Stuttgart",ID007853,227,13,13,Commercial,4333062,67,6,Stuttgart
"176 Main St, Stuttgart",ID005813,227,6,19,Commercial,7311223,22,7,Stuttgart
"242 Broadway, Stuttgart",ID017090,227,21,16,Residential,8094096,354,3,Stuttgart
"99 Park Ave, Stuttgart",ID018237,227,7,6,Commercial,8173418,112,4,Stuttgart
"38 High St, Stuttgart",ID025080,227,21,12,Residential,8826070,339,8,Stuttgart
"142 Park Ave, Stuttgart",ID012170,227,9,12,Residential,8852671,209,4,Stuttgart
"249 Main St, Stuttgart",ID004418,228,2,2,Residential,4435723,211,4,Stuttgart
"168 Park Ave, Stuttgart",ID016254,228,17,8,Commercial,5774536,159,3,Stuttgart
"138 Main St, Stuttgart",ID007206,228,24,26,Commercial,8468620,238,7,Stuttgart
"276 Main St, Stuttgart",ID004422,228,21,5,Commercial,8836686,166,2,Stuttgart
"69 High St, Stuttgart",ID010071,228,28,21,Commercial,9852758,42,3,Stuttgart
"150 Park Ave, Stuttgart",ID005930,229,4,3,Residential,1850744,94,2,Stuttgart
"110 Park Ave, Stuttgart",ID024233,229,23,24,Residential,2654630,49,6,Stuttgart
"46 Main St, Stuttgart",ID014126,229,9,26,Residential,5345286,342,7,Stuttgart
"259 High St, Stuttgart",ID025587,229,18,26,Residential,5421739,188,3,Stuttgart
"98 Broadway, Stuttgart",ID015645,229,23,3,Residential,6601430,323,9,Stuttgart
"229 Main St, Stuttgart",ID003842,229,13,15,Residential,8514011,177,3,Stuttgart
"229 Broadway, Stuttgart",ID008532,230,16,16,Residential,1035857,205,3,Stuttgart
"38 Park Ave, Stuttgart",ID013812,230,21,6,Residential,1315280,230,2,Stuttgart
"184 High St, Stuttgart",ID022973,230,20,7,Residential,2272153,311,8,Stuttgart
"125 Park Ave, Stuttgart",ID000500,230,29,27,Commercial,2325164,98,4,Stuttgart
"126 High St, Stuttgart",ID009861,230,29,3,Residential,2540762,361,3,Stuttgart
"140 Broadway, Stuttgart",ID018692,230,12,25,Commercial,5454647,188,6,Stuttgart
"138 Broadway, Stuttgart",ID007223,230,27,26,Residential,5962657,325,8,Stuttgart
"194 High St, Stuttgart",ID001922,230,14,23,Commercial,7792102,29,4,Stuttgart
"192 High St, Stuttgart",ID006677,230,1,18,Residential,9326621,173,7,Stuttgart
"105 Broadway, Stuttgart",ID009250,231,17,2,Residential,1309231,358,2,Stuttgart
"228 Main St, Stuttgart",ID005527,231,18,18,Residential,2194729,345,8,Stuttgart
"112 Main St, Stuttgart",ID011923,231,27,22,Commercial,3226328,135,1,Stuttgart
"296 High St, Stuttgart",ID016027,231,25,27,Commercial,3502830,152,4,Stuttgart
"242 Broadway, Stuttgart",ID022194,231,16,8,Commercial,3505278,322,6,Stuttgart
"246 Park Ave, Stuttgart",ID021005,231,27,12,Commercial,8051429,155,5,Stuttgart
"119 Broadway, Stuttgart",ID007867,232,4,7,Residential,2862155,12,2,Stuttgart
"199 Park Ave, Stuttgart",ID004868,232,14,1,Residential,3819738,179,4,Stuttgart
"254 Park Ave, Stuttgart",ID011149,232,10,2,Residential,8243030,167,2,Stuttgart
"219 High St, Stuttgart",ID016517,233,27,24,Commercial,651951,58,6,Stuttgart
"231 High St, Stuttgart",ID024021,233,19,27,Residential,1208185,258,6,Stuttgart
"252 High St, Stuttgart",ID000729,233,2,29,Residential,1320215,345,7,Stuttgart
"215 Main St, Stuttgart",ID016221,233,13,6,Commercial,2335912,258,3,Stuttgart
"296 Park Ave, Stuttgart",ID014221,233,20,14,Commercial,6218176,154,2,Stuttgart
"81 Broadway, Stuttgart",ID019783,233,19,22,Commercial,7646766,26,3,Stuttgart
"101 Main St, Stuttgart",ID018493,233,8,21,Commercial,7725997,1,2,Stuttgart
"76 Main St, Stuttgart",ID021942,233,21,23,Commercial,8004377,288,4,Stuttgart
"232 Main St, Stuttgart",ID021764,234,19,8,Commercial,1592340,156,5,Stuttgart
"272 Broadway, Stuttgart",ID009208,234,20,20,Residential,5192553,231,9,Stuttgart
"170 High St, Stuttgart",ID004099,234,17,6,Commercial,7090398,221,6,Stuttgart
"129 Broadway, Stuttgart",ID010106,234,24,23,Residential,9223264,267,9,Stuttgart
"229 High St, Stuttgart",ID009573,235,5,22,Commercial,1223245,93,9,Stuttgart
"78 Park Ave, Stuttgart",ID012733,235,27,20,Residential,1265634,141,8,Stuttgart
"18 High St, Stuttgart",ID007736,235,9,20,Commercial,1835832,213,2,Stuttgart
"163 Main St, Stuttgart",ID002604,235,13,3,Residential,3803989,131,5,Stuttgart
"285 Main St, Stuttgart",ID023519,235,29,11,Residential,4000194,220,6,Stuttgart
